Amount,BankNameSent,BankNameReceived,RemainingBalance,City,Gender,TransactionType,Status,DeviceType,PaymentMethod,MerchantName,Purpose,CustomerAge,PaymentMode,Currency,Months,Days,Hours,Minutes
1326.7,SBI Bank,HDFC Bank,6302.2,Delhi,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,37,Scheduled,USD,10,28,20,43
1056.62,ICICI Bank,SBI Bank,4171.83,Bangalore,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,38,Instant,EUR,11,29,21,3
556.73,Axis Bank,Axis Bank,6812.64,Hyderabad,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,39,Scheduled,GBP,12,30,11,51
1956.69,HDFC Bank,ICICI Bank,9002.55,Mumbai,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,40,Instant,INR,1,1,13,14
162.03,SBI Bank,HDFC Bank,4650.52,Delhi,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,41,Scheduled,USD,2,2,8,32
1704.71,ICICI Bank,SBI Bank,510.67,Bangalore,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,42,Instant,EUR,3,3,20,22
191.47,Axis Bank,Axis Bank,6299.8,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,43,Scheduled,GBP,4,4,13,42
782.5,HDFC Bank,ICICI Bank,9588.75,Mumbai,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,44,Instant,INR,5,5,14,51
1228.36,SBI Bank,HDFC Bank,8092.3,Delhi,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,45,Scheduled,USD,6,6,18,51
1688.5,ICICI Bank,SBI Bank,7022.01,Bangalore,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,46,Instant,EUR,7,7,17,55
1868.53,Axis Bank,Axis Bank,9348.81,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,47,Scheduled,GBP,8,8,1,45
761.64,HDFC Bank,ICICI Bank,4649.09,Mumbai,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,48,Instant,INR,9,9,8,26
1800.23,SBI Bank,HDFC Bank,7294.95,Delhi,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,49,Scheduled,USD,10,10,14,35
1884.38,ICICI Bank,SBI Bank,9385.34,Bangalore,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,50,Instant,EUR,11,11,11,3
1215.24,Axis Bank,Axis Bank,1724.86,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,51,Scheduled,GBP,12,12,19,3
1694.34,HDFC Bank,ICICI Bank,7426.45,Mumbai,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,52,Instant,INR,1,13,18,35
603.47,SBI Bank,HDFC Bank,6715.96,Delhi,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,53,Scheduled,USD,2,14,12,13
868.19,ICICI Bank,SBI Bank,2411.78,Bangalore,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,54,Instant,EUR,3,15,20,42
250.08,Axis Bank,Axis Bank,2019.06,Hyderabad,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,55,Scheduled,GBP,4,16,13,40
1588.27,HDFC Bank,ICICI Bank,8063.17,Mumbai,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,56,Instant,INR,5,17,0,50
1135.78,SBI Bank,HDFC Bank,8155.04,Delhi,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,6,18,12,24
222.53,ICICI Bank,SBI Bank,3730.5,Bangalore,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,58,Instant,EUR,7,19,6,6
1507.87,Axis Bank,Axis Bank,2057.31,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,59,Scheduled,GBP,8,20,5,9
1346.8,HDFC Bank,ICICI Bank,8209.58,Mumbai,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,20,Instant,INR,9,21,17,13
336.89,SBI Bank,HDFC Bank,7105.46,Delhi,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,21,Scheduled,USD,10,22,5,1
1195.56,ICICI Bank,SBI Bank,3936.65,Bangalore,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,22,Instant,EUR,11,23,16,35
661.37,Axis Bank,Axis Bank,3182.47,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,23,Scheduled,GBP,12,24,21,18
909.74,HDFC Bank,ICICI Bank,3967.1,Mumbai,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,24,Instant,INR,1,25,17,54
1380.51,SBI Bank,HDFC Bank,7361.68,Delhi,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,25,Scheduled,USD,2,26,5,8
1839.85,ICICI Bank,SBI Bank,2066.56,Bangalore,Male,Payment,Success,Laptop,QR Code,Amazon,Food,26,Instant,EUR,3,27,19,18
226.17,Axis Bank,Axis Bank,1616.17,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,27,Scheduled,GBP,4,28,19,14
585.68,HDFC Bank,ICICI Bank,3249.11,Mumbai,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,28,Instant,INR,5,29,1,10
1509.74,SBI Bank,HDFC Bank,9160.97,Delhi,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,29,Scheduled,USD,6,30,2,42
942.79,ICICI Bank,SBI Bank,4324.43,Bangalore,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,30,Instant,EUR,7,1,2,59
454.18,Axis Bank,Axis Bank,8588.59,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,31,Scheduled,GBP,8,2,3,43
1617.44,HDFC Bank,ICICI Bank,1866.01,Mumbai,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,32,Instant,INR,9,3,3,30
1466.17,SBI Bank,HDFC Bank,7718.18,Delhi,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,33,Scheduled,USD,10,4,1,30
1319.85,ICICI Bank,SBI Bank,3265.98,Bangalore,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,34,Instant,EUR,11,5,3,22
1074.43,Axis Bank,Axis Bank,7140.31,Hyderabad,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,35,Scheduled,GBP,12,6,7,12
1839.02,HDFC Bank,ICICI Bank,2372.55,Mumbai,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,36,Instant,INR,1,7,17,32
1115.23,SBI Bank,HDFC Bank,1137.55,Delhi,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,37,Scheduled,USD,2,8,11,46
117.77,ICICI Bank,SBI Bank,5739.57,Bangalore,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,38,Instant,EUR,3,9,1,41
617.22,Axis Bank,Axis Bank,4038.62,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,39,Scheduled,GBP,4,10,16,46
1685.17,HDFC Bank,ICICI Bank,7655.03,Mumbai,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,40,Instant,INR,5,11,5,40
1805.56,SBI Bank,HDFC Bank,9967.39,Delhi,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,41,Scheduled,USD,6,12,13,40
168.37,ICICI Bank,SBI Bank,9716.72,Bangalore,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,42,Instant,EUR,7,13,23,46
426.25,Axis Bank,Axis Bank,1488.54,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,43,Scheduled,GBP,8,14,4,39
1303.03,HDFC Bank,ICICI Bank,5337.23,Mumbai,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,44,Instant,INR,9,15,0,9
811.18,SBI Bank,HDFC Bank,5199.58,Delhi,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,45,Scheduled,USD,10,16,3,38
858.58,ICICI Bank,SBI Bank,9963.51,Bangalore,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,46,Instant,EUR,11,17,4,16
1822.26,Axis Bank,Axis Bank,2470.0,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,47,Scheduled,GBP,12,18,9,43
1420.33,HDFC Bank,ICICI Bank,380.92,Mumbai,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,48,Instant,INR,1,19,9,56
980.03,SBI Bank,HDFC Bank,4572.45,Delhi,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,49,Scheduled,USD,2,20,1,8
1434.53,ICICI Bank,SBI Bank,1239.12,Bangalore,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,50,Instant,EUR,3,21,2,10
1826.05,Axis Bank,Axis Bank,6267.09,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,51,Scheduled,GBP,4,22,20,56
139.52,HDFC Bank,ICICI Bank,1023.69,Mumbai,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,52,Instant,INR,5,23,15,23
764.25,SBI Bank,HDFC Bank,7929.66,Delhi,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,53,Scheduled,USD,6,24,20,24
1347.53,ICICI Bank,SBI Bank,5281.75,Bangalore,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,54,Instant,EUR,7,25,2,47
301.53,Axis Bank,Axis Bank,5150.15,Hyderabad,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,55,Scheduled,GBP,8,26,22,36
1741.62,HDFC Bank,ICICI Bank,3069.71,Mumbai,Male,Payment,Success,Laptop,QR Code,Amazon,Food,56,Instant,INR,9,27,10,13
1631.47,SBI Bank,HDFC Bank,7815.36,Delhi,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,57,Scheduled,USD,10,28,11,56
1182.23,ICICI Bank,SBI Bank,5652.11,Bangalore,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,58,Instant,EUR,11,29,14,48
1360.1,Axis Bank,Axis Bank,5491.31,Hyderabad,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,59,Scheduled,GBP,12,30,1,57
644.81,HDFC Bank,ICICI Bank,756.82,Mumbai,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,20,Instant,INR,1,1,10,13
1848.54,SBI Bank,HDFC Bank,2418.13,Delhi,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,21,Scheduled,USD,2,2,23,27
1696.91,ICICI Bank,SBI Bank,1836.17,Bangalore,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,22,Instant,EUR,3,3,14,41
1666.16,Axis Bank,Axis Bank,2201.1,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,23,Scheduled,GBP,4,4,21,11
1441.37,HDFC Bank,ICICI Bank,4802.83,Mumbai,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,24,Instant,INR,5,5,20,8
78.99,SBI Bank,HDFC Bank,6766.79,Delhi,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,25,Scheduled,USD,6,6,16,7
418.62,ICICI Bank,SBI Bank,4244.58,Bangalore,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,26,Instant,EUR,7,7,9,51
1615.18,Axis Bank,Axis Bank,4030.86,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,27,Scheduled,GBP,8,8,4,27
479.99,HDFC Bank,ICICI Bank,6804.08,Mumbai,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,28,Instant,INR,9,9,4,27
88.09,SBI Bank,HDFC Bank,2569.65,Delhi,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,29,Scheduled,USD,10,10,21,57
1131.79,ICICI Bank,SBI Bank,9838.9,Bangalore,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,30,Instant,EUR,11,11,16,44
938.68,Axis Bank,Axis Bank,7433.17,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,31,Scheduled,GBP,12,12,3,10
666.68,HDFC Bank,ICICI Bank,6263.93,Mumbai,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,32,Instant,INR,1,13,20,34
496.83,SBI Bank,HDFC Bank,7280.96,Delhi,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,33,Scheduled,USD,2,14,19,22
1022.26,ICICI Bank,SBI Bank,2714.04,Bangalore,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,34,Instant,EUR,3,15,13,54
1817.59,Axis Bank,Axis Bank,6184.79,Hyderabad,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,35,Scheduled,GBP,4,16,2,48
585.28,HDFC Bank,ICICI Bank,8349.12,Mumbai,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,36,Instant,INR,5,17,11,21
1244.8,SBI Bank,HDFC Bank,6562.0,Delhi,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,37,Scheduled,USD,6,18,11,7
614.88,ICICI Bank,SBI Bank,4038.4,Bangalore,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,38,Instant,EUR,7,19,5,56
705.45,Axis Bank,Axis Bank,9653.79,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,39,Scheduled,GBP,8,20,16,33
223.63,HDFC Bank,ICICI Bank,7257.28,Mumbai,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,40,Instant,INR,9,21,22,20
1531.3,SBI Bank,HDFC Bank,7460.46,Delhi,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,41,Scheduled,USD,10,22,0,49
1126.03,ICICI Bank,SBI Bank,3962.33,Bangalore,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,42,Instant,EUR,11,23,17,27
931.62,Axis Bank,Axis Bank,6757.78,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,43,Scheduled,GBP,12,24,13,32
255.14,HDFC Bank,ICICI Bank,4553.15,Mumbai,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,44,Instant,INR,1,25,11,19
673.22,SBI Bank,HDFC Bank,8055.51,Delhi,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,45,Scheduled,USD,2,26,6,15
172.19,ICICI Bank,SBI Bank,8402.5,Bangalore,Male,Payment,Success,Laptop,QR Code,Amazon,Food,46,Instant,EUR,3,27,13,39
526.96,Axis Bank,Axis Bank,2223.8,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,47,Scheduled,GBP,4,28,12,29
129.13,HDFC Bank,ICICI Bank,6588.69,Mumbai,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,48,Instant,INR,5,29,6,0
1147.96,SBI Bank,HDFC Bank,8200.02,Delhi,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,49,Scheduled,USD,6,30,2,30
1575.83,ICICI Bank,SBI Bank,8341.52,Bangalore,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,50,Instant,EUR,7,1,12,29
800.81,Axis Bank,Axis Bank,9100.74,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,51,Scheduled,GBP,8,2,14,50
435.63,HDFC Bank,ICICI Bank,3908.98,Mumbai,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,52,Instant,INR,9,3,17,20
1649.98,SBI Bank,HDFC Bank,9234.0,Delhi,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,53,Scheduled,USD,10,4,0,4
539.81,ICICI Bank,SBI Bank,9700.12,Bangalore,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,54,Instant,EUR,11,5,8,26
358.53,Axis Bank,Axis Bank,2363.42,Hyderabad,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,55,Scheduled,GBP,12,6,11,32
655.78,HDFC Bank,ICICI Bank,7965.6,Mumbai,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,56,Instant,INR,1,7,23,0
1498.73,SBI Bank,HDFC Bank,5042.53,Delhi,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,57,Scheduled,USD,2,8,8,42
933.0,ICICI Bank,SBI Bank,7595.41,Bangalore,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,58,Instant,EUR,3,9,20,1
270.2,Axis Bank,Axis Bank,795.58,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,59,Scheduled,GBP,4,10,14,56
904.49,HDFC Bank,ICICI Bank,7910.64,Mumbai,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,20,Instant,INR,5,11,16,55
1789.51,SBI Bank,HDFC Bank,850.8,Delhi,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,21,Scheduled,USD,6,12,15,20
1324.23,ICICI Bank,SBI Bank,3612.36,Bangalore,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,22,Instant,EUR,7,13,13,51
1700.4,Axis Bank,Axis Bank,4879.24,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,23,Scheduled,GBP,8,14,14,56
624.51,HDFC Bank,ICICI Bank,4363.07,Mumbai,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,24,Instant,INR,9,15,17,53
1466.09,SBI Bank,HDFC Bank,1057.24,Delhi,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,25,Scheduled,USD,10,16,10,57
324.92,ICICI Bank,SBI Bank,7715.13,Bangalore,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,26,Instant,EUR,11,17,8,59
1859.39,Axis Bank,Axis Bank,8532.59,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,27,Scheduled,GBP,12,18,22,54
1840.28,HDFC Bank,ICICI Bank,8877.31,Mumbai,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,28,Instant,INR,1,19,14,29
202.8,SBI Bank,HDFC Bank,9812.68,Delhi,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,29,Scheduled,USD,2,20,18,3
39.84,ICICI Bank,SBI Bank,5324.8,Bangalore,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,30,Instant,EUR,3,21,21,47
841.33,Axis Bank,Axis Bank,7026.03,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,31,Scheduled,GBP,4,22,22,31
1091.32,HDFC Bank,ICICI Bank,7097.62,Mumbai,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,32,Instant,INR,5,23,11,0
1919.38,SBI Bank,HDFC Bank,7055.88,Delhi,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,33,Scheduled,USD,6,24,0,34
1723.26,ICICI Bank,SBI Bank,3305.59,Bangalore,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,34,Instant,EUR,7,25,2,54
1012.87,Axis Bank,Axis Bank,6876.45,Hyderabad,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,35,Scheduled,GBP,8,26,17,4
254.53,HDFC Bank,ICICI Bank,2382.1,Mumbai,Male,Payment,Success,Laptop,QR Code,Amazon,Food,36,Instant,INR,9,27,22,33
763.84,SBI Bank,HDFC Bank,5895.92,Delhi,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,37,Scheduled,USD,10,28,21,30
1723.22,ICICI Bank,SBI Bank,2891.5,Bangalore,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,38,Instant,EUR,11,29,14,46
1766.91,Axis Bank,Axis Bank,9932.68,Hyderabad,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,39,Scheduled,GBP,12,30,14,27
457.06,HDFC Bank,ICICI Bank,7432.64,Mumbai,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,40,Instant,INR,1,1,16,43
992.55,SBI Bank,HDFC Bank,6663.88,Delhi,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,41,Scheduled,USD,2,2,9,55
1071.52,ICICI Bank,SBI Bank,9122.5,Bangalore,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,42,Instant,EUR,3,3,11,48
1324.98,Axis Bank,Axis Bank,2506.93,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,43,Scheduled,GBP,4,4,11,55
562.45,HDFC Bank,ICICI Bank,8165.45,Mumbai,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,44,Instant,INR,5,5,4,31
1711.83,SBI Bank,HDFC Bank,3045.63,Delhi,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,45,Scheduled,USD,6,6,21,15
1234.69,ICICI Bank,SBI Bank,5571.59,Bangalore,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,46,Instant,EUR,7,7,6,33
73.81,Axis Bank,Axis Bank,5076.03,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,47,Scheduled,GBP,8,8,0,17
267.72,HDFC Bank,ICICI Bank,5349.32,Mumbai,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,48,Instant,INR,9,9,20,24
1564.15,SBI Bank,HDFC Bank,3730.58,Delhi,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,49,Scheduled,USD,10,10,7,38
188.48,ICICI Bank,SBI Bank,6867.82,Bangalore,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,50,Instant,EUR,11,11,18,22
286.37,Axis Bank,Axis Bank,3772.04,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,51,Scheduled,GBP,12,12,7,56
568.51,HDFC Bank,ICICI Bank,9037.95,Mumbai,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,52,Instant,INR,1,13,3,5
1821.84,SBI Bank,HDFC Bank,1478.26,Delhi,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,53,Scheduled,USD,2,14,19,2
1306.2,ICICI Bank,SBI Bank,2048.51,Bangalore,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,54,Instant,EUR,3,15,15,29
1444.02,Axis Bank,Axis Bank,2741.39,Hyderabad,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,55,Scheduled,GBP,4,16,2,33
205.85,HDFC Bank,ICICI Bank,8277.21,Mumbai,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,56,Instant,INR,5,17,6,9
1496.82,SBI Bank,HDFC Bank,8533.74,Delhi,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,6,18,0,46
1169.35,ICICI Bank,SBI Bank,3828.09,Bangalore,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,58,Instant,EUR,7,19,15,33
694.95,Axis Bank,Axis Bank,6802.86,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,59,Scheduled,GBP,8,20,7,10
554.44,HDFC Bank,ICICI Bank,2585.13,Mumbai,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,20,Instant,INR,9,21,7,41
1637.1,SBI Bank,HDFC Bank,9718.15,Delhi,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,21,Scheduled,USD,10,22,15,55
1433.98,ICICI Bank,SBI Bank,6057.29,Bangalore,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,22,Instant,EUR,11,23,14,0
1592.47,Axis Bank,Axis Bank,7680.61,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,23,Scheduled,GBP,12,24,20,44
1904.56,HDFC Bank,ICICI Bank,7470.19,Mumbai,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,24,Instant,INR,1,25,20,19
982.84,SBI Bank,HDFC Bank,1884.56,Delhi,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,25,Scheduled,USD,2,26,22,50
1142.25,ICICI Bank,SBI Bank,9610.9,Bangalore,Male,Payment,Success,Laptop,QR Code,Amazon,Food,26,Instant,EUR,3,27,8,21
401.11,Axis Bank,Axis Bank,4142.17,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,27,Scheduled,GBP,4,28,10,23
1190.41,HDFC Bank,ICICI Bank,4555.19,Mumbai,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,28,Instant,INR,5,29,12,40
770.09,SBI Bank,HDFC Bank,4329.31,Delhi,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,29,Scheduled,USD,6,30,22,32
899.31,ICICI Bank,SBI Bank,4282.57,Bangalore,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,30,Instant,EUR,7,1,21,53
115.17,Axis Bank,Axis Bank,1159.33,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,31,Scheduled,GBP,8,2,3,27
89.74,HDFC Bank,ICICI Bank,3026.3,Mumbai,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,32,Instant,INR,9,3,17,4
644.43,SBI Bank,HDFC Bank,8894.24,Delhi,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,33,Scheduled,USD,10,4,20,25
1323.31,ICICI Bank,SBI Bank,3366.54,Bangalore,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,34,Instant,EUR,11,5,18,6
1249.37,Axis Bank,Axis Bank,9920.47,Hyderabad,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,35,Scheduled,GBP,12,6,0,51
1734.87,HDFC Bank,ICICI Bank,4783.26,Mumbai,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,36,Instant,INR,1,7,2,16
1634.69,SBI Bank,HDFC Bank,2118.66,Delhi,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,37,Scheduled,USD,2,8,4,49
1817.96,ICICI Bank,SBI Bank,1266.24,Bangalore,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,38,Instant,EUR,3,9,3,33
1135.7,Axis Bank,Axis Bank,2976.44,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,39,Scheduled,GBP,4,10,14,27
1979.66,HDFC Bank,ICICI Bank,9396.51,Mumbai,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,40,Instant,INR,5,11,22,59
412.1,SBI Bank,HDFC Bank,4303.36,Delhi,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,41,Scheduled,USD,6,12,14,22
469.95,ICICI Bank,SBI Bank,8313.24,Bangalore,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,42,Instant,EUR,7,13,2,36
1482.84,Axis Bank,Axis Bank,626.15,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,43,Scheduled,GBP,8,14,16,44
1248.41,HDFC Bank,ICICI Bank,9726.41,Mumbai,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,44,Instant,INR,9,15,1,11
1130.68,SBI Bank,HDFC Bank,9618.66,Delhi,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,45,Scheduled,USD,10,16,5,38
659.37,ICICI Bank,SBI Bank,1452.57,Bangalore,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,46,Instant,EUR,11,17,14,49
174.29,Axis Bank,Axis Bank,9268.42,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,47,Scheduled,GBP,12,18,18,51
1075.55,HDFC Bank,ICICI Bank,5762.57,Mumbai,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,48,Instant,INR,1,19,13,17
